Order_ID,Order_Date,Customer_Name,Product_Category,Product_Name,Region,State,Country,Sales_Channel,Quantity,Unit_Price,Discount_%,Total_Sales,Cost,Profit
ORD102528,2024-01-25,Benjamin Neal,Laptop,HP Pavilion,International,,Singapore,Offline,5,36984.26,5,175675.24,135386.88,40288.35
ORD102529,2023-12-25,Jane Reese,Accessory,Apple AirPods,East,Delhi,India,Offline,1,80020.45,0,80020.45,59707.27,20313.18
ORD102530,2023-11-28,Jennifer Smith,Phone,OnePlus 11,West,Gujarat,India,Offline,3,75824.09,5,216098.66,175644.86,40453.8
ORD102531,2023-02-02,Thomas Murphy,Phone,Samsung Galaxy S22,International,,Canada,Online,5,84674.91,15,359868.37,302250.0,57618.36
ORD102532,2023-09-11,Kari Jones,Laptop,Lenovo IdeaPad,West,Delhi,India,Online,4,38080.63,15,129474.14,118778.88,10695.26
ORD102533,2023-06-20,Dana Dodson,Laptop,Asus Vivobook,International,,Germany,Online,1,51855.85,20,41484.68,32650.11,8834.57
ORD102534,2024-03-28,Robert Skinner,Phone,Samsung Galaxy S22,North,West Bengal,India,Online,1,60747.23,15,51635.15,40100.75,11534.4
ORD102535,2023-08-29,Albert Garcia,Laptop,Asus Vivobook,International,,Australia,Offline,4,94161.47,10,338981.29,257586.88,81394.41
ORD102536,2023-12-04,Joseph Myers,Laptop,Asus Vivobook,International,,Australia,Online,4,23528.84,0,94115.36,78766.15,15349.21
ORD102537,2023-08-09,Phillip Byrd,Phone,OnePlus 11,South,West Bengal,India,Online,1,66099.5,5,62794.53,40604.66,22189.86
ORD102538,2024-01-14,Hunter Robinson,Phone,OnePlus 11,International,,UK,Offline,1,86043.08,5,81740.93,63520.81,18220.12
ORD102539,2023-09-01,Michael Robinson,Phone,OnePlus 11,East,Maharashtra,India,Offline,4,38481.08,5,146228.1,115688.69,30539.41
ORD102540,2023-03-07,Sara Cain,Accessory,Samsung Charger,East,Karnataka,India,Online,3,20214.17,0,60642.51,44289.31,16353.2
ORD102541,2023-07-27,Michelle Prince,Accessory,Samsung Charger,International,,UK,Offline,2,91619.8,0,183239.6,150558.75,32680.85
ORD102542,2023-06-10,Eric Williams,Phone,iPhone 14,International,,Australia,Offline,1,32748.63,15,27836.34,20853.32,6983.01
ORD102543,2023-04-28,Raymond Wang,Phone,OnePlus 11,International,,Canada,Online,1,91060.49,5,86507.47,74151.31,12356.16
ORD102544,2024-06-05,Jade Allen,Accessory,Logitech Mouse,West,Maharashtra,India,Online,5,49428.01,20,197712.04,157899.0,39813.04
ORD102545,2023-04-11,Javier Hays,Phone,Google Pixel 7,South,Tamil Nadu,India,Online,2,68260.34,15,116042.58,108466.16,7576.42
ORD102546,2023-04-27,Corey Caldwell,Accessory,Apple AirPods,International,,Germany,Online,4,1096.9,10,3948.84,3012.37,936.47
ORD102547,2023-03-24,Stephen Robles,Phone,OnePlus 11,South,Delhi,India,Offline,1,2024.88,5,1923.64,1217.9,705.73
ORD102548,2024-01-22,Carol Jackson,Accessory,Apple AirPods,International,,Australia,Online,5,61678.86,5,292974.58,242457.76,50516.83
ORD102549,2023-11-14,Brian Murphy,Accessory,Samsung Charger,International,,USA,Online,5,40576.74,15,172451.14,124125.81,48325.33
ORD102550,2023-02-18,Chelsey Clark,Accessory,Apple AirPods,South,Karnataka,India,Offline,3,30462.15,0,91386.45,67088.38,24298.07
ORD102551,2023-05-30,Teresa Martinez,Laptop,HP Pavilion,West,West Bengal,India,Online,2,83180.35,5,158042.67,118382.57,39660.09
ORD102552,2023-03-15,Howard Thompson,Laptop,Lenovo IdeaPad,East,Delhi,India,Online,4,6950.54,20,22241.73,18839.47,3402.26
ORD102553,2023-06-02,Eugene Price,Phone,Samsung Galaxy S22,South,West Bengal,India,Online,2,4121.1,20,6593.76,6470.61,123.15
ORD102554,2023-03-20,Austin Briggs,Accessory,Logitech Mouse,International,,Singapore,Offline,4,23004.1,0,92016.4,60674.67,31341.73
ORD102555,2023-03-30,Jackie Jones,Laptop,Asus Vivobook,International,,Singapore,Offline,5,2250.41,20,9001.64,8417.97,583.67
ORD102556,2023-11-10,Eric George,Laptop,HP Pavilion,International,,Canada,Offline,1,3290.34,5,3125.82,2040.66,1085.16
ORD102557,2023-04-13,Mrs. Kimberly Mooney,Phone,iPhone 14,International,,Canada,Online,4,24902.97,20,79689.5,68861.29,10828.21
ORD102558,2023-01-29,Carolyn Haley,Laptop,Dell Inspiron,International,,Singapore,Offline,2,46419.0,20,74270.4,64320.82,9949.58
ORD102559,2023-04-23,Vicki Horton,Accessory,Samsung Charger,International,,Australia,Online,3,36818.9,10,99411.03,77880.69,21530.34
ORD102560,2024-04-28,Valerie Benson,Phone,iPhone 14,West,Karnataka,India,Offline,5,19420.37,15,82536.57,70362.82,12173.75
ORD102561,2023-08-30,Mark Henson,Laptop,Asus Vivobook,North,Gujarat,India,Offline,2,58880.78,15,100097.33,73793.86,26303.46
ORD102562,2024-02-16,Samuel Olson,Accessory,JBL Headphones,International,,Canada,Offline,1,37853.27,15,32175.28,24675.35,7499.93
ORD102563,2023-04-11,Lee Richards,Laptop,Dell Inspiron,West,Gujarat,India,Offline,2,22524.13,10,40543.43,34543.2,6000.24
ORD102564,2023-03-12,Martin Hall,Phone,Google Pixel 7,West,Tamil Nadu,India,Online,2,73024.6,0,146049.2,98468.45,47580.75
ORD102565,2023-04-24,Virginia Hall,Accessory,Samsung Charger,West,Tamil Nadu,India,Online,2,62994.74,0,125989.48,87392.39,38597.09
ORD102566,2023-10-30,Stephanie Parker,Accessory,Apple AirPods,North,West Bengal,India,Offline,2,88830.34,15,151011.58,118230.16,32781.42
ORD102567,2023-01-28,Nicole Harvey,Phone,Google Pixel 7,International,,Canada,Offline,5,51540.87,15,219048.7,214343.83,4704.87
ORD102568,2023-08-10,James Phillips,Phone,Samsung Galaxy S22,South,Delhi,India,Online,4,68608.23,5,260711.27,192210.39,68500.89
ORD102569,2023-08-21,Dan Johnson,Accessory,JBL Headphones,International,,USA,Offline,2,78166.97,20,125067.15,98240.83,26826.33
ORD102570,2023-06-21,Linda Bautista,Accessory,JBL Headphones,North,Tamil Nadu,India,Offline,3,7376.98,10,19917.85,13554.53,6363.31
ORD102571,2023-05-29,Erin Ramirez,Laptop,Dell Inspiron,North,West Bengal,India,Offline,5,16530.94,15,70256.49,52156.71,18099.78
ORD102572,2023-07-17,Paige Meyer,Accessory,Logitech Mouse,North,Tamil Nadu,India,Offline,4,34131.92,15,116048.53,99863.86,16184.66
ORD102573,2024-06-17,Maria Roberts,Phone,Google Pixel 7,International,,Australia,Offline,5,60426.48,10,271919.16,193457.64,78461.52
ORD102574,2023-05-19,Ryan Rivera,Accessory,Apple AirPods,North,Delhi,India,Offline,3,98796.63,10,266750.9,216126.3,50624.6
ORD102575,2023-04-08,Joshua Knox,Laptop,Asus Vivobook,North,Delhi,India,Offline,2,63552.41,10,114394.34,89176.18,25218.16
ORD102576,2023-09-07,Danielle Mcdaniel,Laptop,Asus Vivobook,West,Maharashtra,India,Online,3,83447.5,15,212791.12,201399.05,11392.08
ORD102577,2024-02-29,Lisa James,Laptop,Asus Vivobook,East,West Bengal,India,Offline,5,51204.54,0,256022.7,190350.24,65672.46
ORD102578,2023-08-05,Jeremy Smith,Accessory,Logitech Mouse,North,Tamil Nadu,India,Online,1,76597.37,0,76597.37,55525.26,21072.11
ORD102579,2024-03-12,Andrea Lee,Accessory,JBL Headphones,International,,Germany,Online,1,39512.73,5,37537.09,27872.2,9664.9
ORD102580,2023-05-04,Brenda Harris,Phone,OnePlus 11,International,,UK,Online,3,58261.17,0,174783.51,118436.47,56347.04
ORD102581,2023-02-27,Kevin Guerra,Accessory,Samsung Charger,South,West Bengal,India,Offline,3,52072.96,10,140596.99,113396.24,27200.75
ORD102582,2023-12-16,Cynthia Miller,Laptop,Asus Vivobook,International,,UK,Online,3,99919.86,5,284771.6,225101.21,59670.39
ORD102583,2023-06-07,Emily Griffith,Phone,OnePlus 11,East,Karnataka,India,Online,1,83529.06,5,79352.61,56855.54,22497.06
ORD102584,2023-03-10,Christopher Wright,Phone,Samsung Galaxy S22,International,,Germany,Offline,1,82071.15,5,77967.59,63741.96,14225.63
ORD102585,2024-02-20,Jerome Reid,Laptop,Lenovo IdeaPad,International,,USA,Offline,3,26562.59,5,75703.38,62222.76,13480.62
ORD102586,2023-09-15,Richard Miller,Laptop,HP Pavilion,North,Karnataka,India,Offline,5,24993.78,15,106223.57,93658.44,12565.13
ORD102587,2024-06-17,Jennifer Jackson,Accessory,Apple AirPods,International,,Germany,Online,3,36873.88,20,88497.31,81262.09,7235.23
ORD102588,2023-05-19,Jonathan Moss,Accessory,JBL Headphones,International,,Singapore,Online,1,46629.32,5,44297.85,31808.45,12489.41
ORD102589,2023-04-06,Sally Leon,Laptop,Asus Vivobook,North,Delhi,India,Online,2,93496.25,15,158943.62,113541.04,45402.58
ORD102590,2023-05-20,James Dickerson,Laptop,Dell Inspiron,South,Gujarat,India,Offline,3,14127.81,5,40264.26,32278.58,7985.68
ORD102591,2023-10-04,Tammy Larson,Accessory,JBL Headphones,South,Delhi,India,Offline,2,73618.44,15,125151.35,99851.31,25300.04
ORD102592,2023-01-15,Nicholas Scott,Phone,OnePlus 11,North,Gujarat,India,Offline,2,30356.56,20,48570.5,49672.67,-1102.17
ORD102593,2023-10-05,Jesse Brooks,Laptop,Lenovo IdeaPad,North,Maharashtra,India,Offline,1,70072.96,10,63065.66,49738.11,13327.56
ORD102594,2023-12-26,Andrea Taylor,Accessory,Apple AirPods,International,,USA,Online,1,98007.6,15,83306.46,83053.93,252.53
ORD102595,2023-01-09,Christopher Lopez,Laptop,Lenovo IdeaPad,International,,Australia,Offline,4,35803.75,20,114572.0,105232.65,9339.35
ORD102596,2023-03-08,Jonathan Swanson,Phone,OnePlus 11,International,,Canada,Online,2,30708.11,10,55274.6,52052.06,3222.54
ORD102597,2023-02-27,Timothy Bentley DVM,Accessory,Logitech Mouse,South,Tamil Nadu,India,Online,1,64657.42,10,58191.68,44990.75,13200.93
ORD102598,2023-10-01,John Davidson,Laptop,Asus Vivobook,South,Delhi,India,Online,4,71401.37,15,242764.66,212996.43,29768.23
ORD102599,2024-03-09,Jennifer Williams,Laptop,Dell Inspiron,South,West Bengal,India,Offline,5,38988.61,20,155954.44,129152.13,26802.31
ORD102600,2023-03-08,Janice Cunningham,Accessory,Logitech Mouse,International,,Australia,Online,5,79511.9,10,357803.55,251139.98,106663.57
ORD102601,2023-06-02,Jeffrey Scott,Accessory,JBL Headphones,West,Tamil Nadu,India,Online,3,41601.04,5,118562.96,100028.25,18534.72
ORD102602,2024-06-13,Miranda Hicks,Laptop,Asus Vivobook,South,Maharashtra,India,Offline,3,11150.23,20,26760.55,23258.67,3501.88
ORD102603,2023-09-18,Michael Horton DDS,Phone,OnePlus 11,International,,Australia,Offline,2,29143.6,20,46629.76,37545.63,9084.13
ORD102604,2023-05-17,Nancy Allen,Phone,Samsung Galaxy S22,East,Delhi,India,Offline,3,82298.06,0,246894.18,183789.12,63105.06
ORD102605,2023-12-22,Robert Mccoy,Phone,iPhone 14,East,West Bengal,India,Offline,2,57362.5,20,91780.0,93891.64,-2111.64
ORD102606,2024-03-08,Melissa Brewer,Phone,Google Pixel 7,South,Karnataka,India,Online,3,5435.36,15,13860.17,10291.59,3568.58
ORD102607,2024-06-19,Jesus Becker,Phone,Samsung Galaxy S22,North,West Bengal,India,Offline,5,51357.22,15,218268.18,167698.43,50569.75
ORD102608,2023-10-09,Lance Lynn,Accessory,Apple AirPods,International,,Singapore,Offline,5,96324.28,15,409378.19,343152.1,66226.09
ORD102609,2023-09-22,Alexandria Wise,Phone,iPhone 14,West,Gujarat,India,Online,4,58839.96,0,235359.84,191010.95,44348.89
ORD102610,2024-03-26,Sydney Sanders,Laptop,Lenovo IdeaPad,International,,USA,Online,4,11160.27,15,37944.92,32146.43,5798.49
ORD102611,2024-01-03,Stephanie Stone,Laptop,Asus Vivobook,East,Delhi,India,Offline,1,68936.27,15,58595.83,49830.49,8765.34
ORD102612,2023-10-27,Jay Gallegos,Accessory,JBL Headphones,South,Maharashtra,India,Offline,3,61458.93,15,156720.27,137152.53,19567.74
ORD102613,2023-12-02,Eric Ponce,Accessory,Samsung Charger,East,Karnataka,India,Online,4,41444.32,20,132621.82,132248.32,373.5
ORD102614,2023-08-23,Janet Parker,Accessory,Samsung Charger,East,Delhi,India,Online,2,79745.07,15,135566.62,98568.93,36997.69
ORD102615,2023-06-21,Shawn Luna,Phone,iPhone 14,International,,Canada,Online,2,33713.4,5,64055.46,49540.45,14515.01
ORD102616,2024-05-17,Mark Frank,Accessory,Logitech Mouse,South,Tamil Nadu,India,Offline,4,76298.52,5,289934.38,222585.81,67348.57
ORD102617,2023-10-22,Charles Goodman,Accessory,Apple AirPods,West,West Bengal,India,Online,2,32984.55,10,59372.19,43221.88,16150.31
ORD102618,2023-03-28,Jennifer Parker,Accessory,Apple AirPods,North,Maharashtra,India,Offline,5,34012.89,20,136051.56,129611.31,6440.25
ORD102619,2023-01-02,Dr. April Jones,Laptop,Asus Vivobook,International,,Singapore,Offline,4,35677.54,15,121303.64,112704.87,8598.76
ORD102620,2023-02-19,Kelly Pena,Phone,Samsung Galaxy S22,International,,Canada,Offline,1,94590.09,15,80401.58,61853.22,18548.36
ORD102621,2023-11-08,Carolyn Brooks,Phone,Google Pixel 7,International,,UK,Offline,2,24030.29,20,38448.46,29700.71,8747.75
ORD102622,2023-06-04,Christina White,Laptop,Asus Vivobook,East,Tamil Nadu,India,Offline,1,45400.83,5,43130.79,36754.22,6376.56
ORD102623,2024-04-02,Joanne Olsen,Phone,Samsung Galaxy S22,East,Tamil Nadu,India,Offline,4,89129.03,15,303038.7,235746.55,67292.15
ORD102624,2024-02-06,Anthony White,Accessory,Apple AirPods,East,Gujarat,India,Online,4,27231.65,15,92587.61,91666.87,920.74
ORD102625,2024-01-19,Deanna Barrera,Accessory,JBL Headphones,International,,Singapore,Offline,3,84091.77,10,227047.78,160089.96,66957.82
ORD102626,2023-12-29,Mark Weber,Phone,iPhone 14,International,,Canada,Offline,2,48143.62,15,81844.15,67879.89,13964.26
ORD102627,2024-05-01,Carol Carter,Phone,Google Pixel 7,East,Maharashtra,India,Online,4,36114.46,10,130012.06,108226.83,21785.22
ORD102628,2023-12-26,Donald Peterson,Phone,Samsung Galaxy S22,North,Delhi,India,Offline,2,6880.1,20,11008.16,8456.29,2551.87
ORD102629,2023-02-03,Karen Chambers,Accessory,Logitech Mouse,International,,USA,Offline,4,37887.46,10,136394.86,118435.16,17959.7
ORD102630,2023-06-03,Antonio Walton,Phone,Samsung Galaxy S22,East,Gujarat,India,Offline,5,98335.9,10,442511.55,375482.62,67028.93
ORD102631,2024-03-08,Kevin Huerta,Accessory,JBL Headphones,East,Maharashtra,India,Online,4,43553.89,0,174215.56,132024.81,42190.75
ORD102632,2023-01-14,Joseph Smith,Phone,iPhone 14,International,,USA,Offline,5,73949.39,0,369746.95,227387.9,142359.05
ORD102633,2023-09-09,Victoria Juarez,Phone,iPhone 14,International,,Australia,Offline,1,60400.7,20,48320.56,43818.66,4501.9
ORD102634,2024-02-13,Kara Rogers,Accessory,Logitech Mouse,International,,USA,Online,3,50735.86,15,129376.44,121292.52,8083.92
ORD102635,2023-10-11,Jacob Wu,Phone,Google Pixel 7,North,Karnataka,India,Offline,4,92408.36,20,295706.75,281183.5,14523.25
ORD102636,2024-02-23,Dr. Teresa Ortega MD,Accessory,Apple AirPods,North,Karnataka,India,Offline,4,67450.25,15,229330.85,198813.67,30517.18
ORD102637,2023-05-31,Henry Rivera,Accessory,JBL Headphones,International,,USA,Offline,3,41007.49,20,98417.98,91841.41,6576.57
ORD102638,2023-01-18,Jesus Hale,Accessory,JBL Headphones,North,Karnataka,India,Online,2,1357.28,5,2578.83,2018.45,560.39
ORD102639,2023-07-10,Stacy Taylor,Phone,Google Pixel 7,East,Delhi,India,Offline,2,62691.03,15,106574.75,80706.4,25868.35
ORD102640,2023-06-09,Sheila Ramirez,Laptop,HP Pavilion,North,Karnataka,India,Online,5,39466.43,0,197332.15,133610.0,63722.15
ORD102641,2023-11-11,Robin Richardson,Phone,Google Pixel 7,South,Maharashtra,India,Online,5,34618.84,10,155784.78,123554.95,32229.83
ORD102642,2023-11-06,Mary Alvarez,Phone,OnePlus 11,International,,USA,Online,3,11208.05,5,31942.94,27877.14,4065.8
ORD102643,2023-08-20,Cole Andersen,Phone,iPhone 14,International,,Canada,Online,5,91661.89,15,389563.03,322377.14,67185.9
ORD102644,2024-05-23,Robin Smith,Laptop,Lenovo IdeaPad,North,Maharashtra,India,Online,1,51042.77,5,48490.63,30736.2,17754.43
ORD102645,2023-12-30,Angel Aguirre,Phone,iPhone 14,South,Karnataka,India,Offline,3,21793.7,20,52304.88,54522.36,-2217.48
ORD102646,2024-01-09,Jeremy Lawson,Phone,OnePlus 11,International,,Singapore,Online,3,87805.61,20,210733.46,161862.12,48871.34
ORD102647,2024-06-19,Lonnie Miller,Phone,OnePlus 11,North,Maharashtra,India,Offline,5,84110.82,0,420554.1,291947.58,128606.52
ORD102648,2023-12-20,Timothy Galvan,Accessory,JBL Headphones,International,,UK,Online,1,59172.07,10,53254.86,43380.43,9874.44
ORD102649,2023-04-04,Dr. Susan Navarro,Laptop,HP Pavilion,North,Gujarat,India,Online,3,86748.71,5,247233.82,173006.14,74227.68
ORD102650,2023-06-27,Cory Thomas,Accessory,Apple AirPods,South,Delhi,India,Offline,2,97829.42,0,195658.84,158504.03,37154.81
ORD102651,2023-04-15,Laura Vincent,Laptop,Lenovo IdeaPad,East,Maharashtra,India,Offline,1,99024.48,10,89122.03,77331.41,11790.62
ORD102652,2023-04-01,Bethany Robles,Phone,Samsung Galaxy S22,North,Karnataka,India,Offline,1,95274.72,10,85747.25,62487.28,23259.96
ORD102653,2023-07-14,Michael Dunn,Phone,Google Pixel 7,East,Karnataka,India,Online,5,9707.14,0,48535.7,39965.55,8570.15
ORD102654,2024-02-22,Carol Griffin,Phone,Google Pixel 7,East,Gujarat,India,Offline,4,74400.81,15,252962.75,196223.27,56739.48
ORD102655,2023-11-09,Matthew Allen,Accessory,Logitech Mouse,East,Delhi,India,Online,2,41254.36,20,66006.98,67196.9,-1189.92
ORD102656,2023-10-01,Paul Keller,Accessory,Logitech Mouse,North,Tamil Nadu,India,Offline,5,91818.74,0,459093.7,278085.43,181008.27
ORD102657,2023-04-18,Jeffrey Baldwin,Accessory,Apple AirPods,International,,Singapore,Offline,5,10235.06,0,51175.3,42157.85,9017.45
ORD102658,2024-06-23,Timothy Orr,Laptop,HP Pavilion,International,,UK,Offline,4,54019.18,15,183665.21,174170.09,9495.12
ORD102659,2023-05-09,Connie Scott,Phone,Google Pixel 7,North,Gujarat,India,Offline,2,65387.97,15,111159.55,105786.56,5372.99
ORD102660,2024-01-26,Steven Martinez,Accessory,Samsung Charger,International,,USA,Online,4,57720.59,0,230882.36,181574.85,49307.51
ORD102661,2023-01-12,Joseph Swanson,Phone,Samsung Galaxy S22,South,Maharashtra,India,Offline,2,55575.55,15,94478.43,68056.6,26421.83
ORD102662,2023-07-26,Michael Wiggins,Phone,OnePlus 11,North,Delhi,India,Offline,5,49841.23,5,236745.84,165353.8,71392.04
ORD102663,2023-07-15,Pamela Burke,Laptop,Lenovo IdeaPad,North,Maharashtra,India,Offline,3,19440.37,0,58321.11,39821.4,18499.71
ORD102664,2024-06-08,Jamie Love,Accessory,JBL Headphones,International,,Singapore,Online,5,40543.93,15,172311.7,123857.54,48454.16
ORD102665,2023-01-30,Jane May,Phone,OnePlus 11,South,Karnataka,India,Online,3,88754.48,10,239637.1,189789.6,49847.5
ORD102666,2024-02-13,Savannah Stokes,Laptop,HP Pavilion,International,,Australia,Offline,3,87191.84,20,209260.42,220511.59,-11251.17
ORD102667,2024-06-01,Brian Miller,Laptop,HP Pavilion,West,Gujarat,India,Offline,1,90157.43,10,81141.69,68226.75,12914.94
ORD102668,2023-12-29,Patrick Pineda,Accessory,Apple AirPods,South,Maharashtra,India,Offline,4,35411.88,20,113318.02,107065.71,6252.31
ORD102669,2023-09-01,Audrey Richardson,Phone,Samsung Galaxy S22,West,Gujarat,India,Online,2,84491.24,0,168982.48,138765.07,30217.41
ORD102670,2023-04-11,Tiffany Ray,Laptop,Lenovo IdeaPad,International,,UK,Offline,4,83240.08,10,299664.29,255164.9,44499.39
ORD102671,2024-04-02,Antonio Nichols,Laptop,HP Pavilion,International,,USA,Online,2,33597.83,10,60476.09,54711.34,5764.75
ORD102672,2024-06-17,Veronica Flores,Accessory,JBL Headphones,East,Gujarat,India,Online,5,29694.98,0,148474.9,110952.37,37522.53
ORD102673,2023-05-05,Michael Hogan,Phone,Google Pixel 7,North,Karnataka,India,Online,2,56518.63,20,90429.81,77950.69,12479.11
ORD102674,2023-04-06,Lindsay Walker,Laptop,HP Pavilion,International,,Canada,Offline,5,33806.73,5,160581.97,106748.75,53833.22
ORD102675,2024-02-08,Joshua Murray,Accessory,Apple AirPods,East,West Bengal,India,Offline,3,38619.79,5,110066.4,86691.81,23374.59
ORD102676,2023-06-20,Tommy Hood,Accessory,Logitech Mouse,South,Maharashtra,India,Online,1,53167.29,5,50508.93,35163.11,15345.82
ORD102677,2023-08-03,Mr. Kyle Thomas DDS,Accessory,Apple AirPods,East,Tamil Nadu,India,Offline,4,90758.14,15,308577.68,263414.78,45162.9
ORD102678,2024-02-13,Michele George,Accessory,Samsung Charger,South,Tamil Nadu,India,Offline,5,33219.92,20,132879.68,119381.76,13497.92
ORD102679,2023-05-31,William Martinez,Laptop,Asus Vivobook,East,Gujarat,India,Online,3,89825.09,10,242527.74,202086.26,40441.48
ORD102680,2023-06-12,Michelle Mendoza DVM,Phone,Google Pixel 7,International,,Singapore,Offline,3,9611.57,0,28834.71,22388.38,6446.33
ORD102681,2023-10-26,Michael Bennett DVM,Phone,Google Pixel 7,International,,Canada,Online,3,76300.68,0,228902.04,182544.17,46357.87
ORD102682,2024-05-19,Ronald Clark,Accessory,Apple AirPods,East,Maharashtra,India,Offline,3,78925.91,0,236777.73,187498.55,49279.18
ORD102683,2024-03-22,Rita Graves,Phone,Google Pixel 7,North,West Bengal,India,Offline,2,93601.16,0,187202.32,155074.42,32127.9
ORD102684,2023-02-21,Sean White,Laptop,HP Pavilion,South,Karnataka,India,Online,4,78644.05,0,314576.2,195498.22,119077.98
ORD102685,2023-12-02,Mr. William Hopkins,Laptop,Dell Inspiron,South,Maharashtra,India,Offline,5,28795.67,20,115182.68,114890.41,292.27
ORD102686,2023-08-09,Wendy Kelley,Phone,iPhone 14,South,Tamil Nadu,India,Offline,5,63214.52,10,284465.34,224087.09,60378.25
ORD102687,2023-02-20,Michael Mooney,Phone,iPhone 14,International,,Singapore,Online,2,20456.97,10,36822.55,30210.33,6612.22
ORD102688,2023-03-15,Jeanne Rose,Phone,Samsung Galaxy S22,International,,Germany,Online,3,79661.49,20,191187.58,167237.26,23950.31
ORD102689,2024-05-12,Michael Lee,Phone,Google Pixel 7,East,Karnataka,India,Offline,1,35159.98,20,28127.98,22451.77,5676.22
ORD102690,2024-02-07,Jennifer Anderson,Accessory,Apple AirPods,West,Tamil Nadu,India,Offline,2,50081.49,0,100162.98,75851.58,24311.4
ORD102691,2023-07-31,Lauren Trujillo,Laptop,Dell Inspiron,East,West Bengal,India,Online,5,82280.15,10,370260.67,288882.32,81378.36
ORD102692,2023-06-07,Michelle Ellis,Laptop,HP Pavilion,International,,Germany,Online,3,97015.15,5,276493.18,215161.37,61331.8
ORD102693,2023-01-21,Chad Dominguez,Phone,Samsung Galaxy S22,International,,Canada,Offline,1,91504.4,15,77778.74,59075.08,18703.66
ORD102694,2023-09-24,Charles Robinson,Accessory,Samsung Charger,East,Tamil Nadu,India,Offline,3,75090.44,0,225271.32,160269.9,65001.42
ORD102695,2023-01-23,Nancy Smith,Accessory,Logitech Mouse,International,,Germany,Online,5,50982.37,15,216675.07,183745.21,32929.86
ORD102696,2024-01-15,Laura Gregory,Phone,Samsung Galaxy S22,East,Karnataka,India,Online,3,21394.86,0,64184.58,45401.67,18782.91
ORD102697,2023-10-10,Brittany Clements MD,Accessory,Samsung Charger,International,,UK,Online,5,48111.0,15,204471.75,171091.21,33380.54
ORD102698,2023-12-25,Tammy Davis,Phone,iPhone 14,East,West Bengal,India,Online,3,33288.22,20,79891.73,66492.99,13398.74
ORD102699,2023-08-04,Catherine Williams,Phone,Google Pixel 7,International,,Germany,Online,4,11083.01,15,37682.23,35473.42,2208.81
ORD102700,2023-06-28,Miss Leslie Booker,Accessory,Samsung Charger,International,,Singapore,Online,5,86000.98,0,430004.9,310342.8,119662.1
ORD102701,2023-09-04,Jennifer Johnson,Phone,Google Pixel 7,North,Karnataka,India,Online,4,13373.95,0,53495.8,40977.65,12518.15
ORD102702,2023-04-23,John Watts,Phone,Google Pixel 7,East,Gujarat,India,Offline,2,76883.48,20,123013.57,129200.43,-6186.86
ORD102703,2023-09-04,Marissa Bennett,Accessory,Apple AirPods,International,,Singapore,Offline,2,18121.93,10,32619.47,25989.55,6629.92
ORD102704,2024-05-27,Rebecca Barrett,Phone,OnePlus 11,East,Delhi,India,Online,4,31593.04,15,107416.34,92692.94,14723.39
ORD102705,2024-01-19,Sharon Santos,Laptop,Lenovo IdeaPad,East,Maharashtra,India,Online,3,35602.29,0,106806.87,86353.08,20453.79
ORD102706,2023-12-19,Matthew Richardson,Accessory,Logitech Mouse,East,Tamil Nadu,India,Offline,4,40842.74,5,155202.41,130182.76,25019.66
ORD102707,2024-06-27,Bradley Burns,Laptop,Asus Vivobook,International,,Germany,Online,2,24595.28,10,44271.5,34974.98,9296.53
ORD102708,2023-11-04,Katrina Johnson,Accessory,Apple AirPods,North,Karnataka,India,Offline,1,26194.06,15,22264.95,20100.28,2164.67
ORD102709,2024-05-15,Laura Hill,Phone,iPhone 14,International,,Singapore,Online,5,35580.65,10,160112.92,132177.92,27935.01
ORD102710,2023-02-12,Rebecca White,Phone,Google Pixel 7,South,Tamil Nadu,India,Offline,1,13143.46,0,13143.46,8513.56,4629.9
ORD102711,2024-02-02,Mr. Jeffrey Duncan,Accessory,Logitech Mouse,North,Tamil Nadu,India,Offline,1,76039.87,15,64633.89,59875.78,4758.11
ORD102712,2024-01-28,Arthur Stout,Phone,Google Pixel 7,East,West Bengal,India,Online,5,18631.7,20,74526.8,63175.46,11351.34
ORD102713,2023-04-11,Cathy Hess,Accessory,JBL Headphones,South,Delhi,India,Offline,5,77294.39,20,309177.56,272870.5,36307.06
ORD102714,2024-02-16,Justin Herrera,Phone,Google Pixel 7,International,,Germany,Online,2,37433.43,10,67380.17,58082.29,9297.88
ORD102715,2024-02-22,Katherine Stone,Laptop,Dell Inspiron,North,Tamil Nadu,India,Online,3,78129.95,5,222670.36,154139.68,68530.67
ORD102716,2023-12-20,Michelle Tyler,Laptop,Lenovo IdeaPad,International,,UK,Online,2,5665.71,15,9631.71,9378.95,252.76
ORD102717,2023-11-14,Paul Sheppard,Phone,Google Pixel 7,East,West Bengal,India,Online,2,32051.18,20,51281.89,45096.75,6185.13
ORD102718,2023-03-06,Catherine George,Laptop,HP Pavilion,International,,Germany,Online,1,91503.13,5,86927.97,73307.57,13620.41
ORD102719,2024-03-23,Justin Mcbride,Phone,iPhone 14,International,,Australia,Online,5,18236.52,10,82064.34,58846.39,23217.95
ORD102720,2024-03-01,Carl Harris,Accessory,Logitech Mouse,West,West Bengal,India,Offline,2,88749.24,20,141998.78,123820.29,18178.5
ORD102721,2023-04-17,Justin York,Laptop,Dell Inspiron,South,Gujarat,India,Online,1,27121.56,5,25765.48,18458.06,7307.42
